systematic_name	common_name	ensembl_transcript	refseq_transcript	entrez_id	cds_length	gc_content
ENSG00000166558	SLC38A8	ENST00000299709.8	NM_001080442.3	146167	1305	0.61
ENSG00000010539	ZNF200	ENST00000414144.7	NM_198088.3	7752	1185	0.4506
ENSG00000110203	FOLR3	ENST00000611028.3	NM_000804.4	2352	735	0.5946
ENSG00000067182	TNFRSF1A	ENST00000162749.7	NM_001065.4	7132	1365	0.5846
ENSG00000056558	TRAF1	ENST00000373887.8	NM_005658.5	7185	1248	0.6018
ENSG00000165458	INPPL1	ENST00000298229.7	NM_001567.4	3636	3774	0.6116
ENSG00000108578	BLMH	ENST00000261714.11	NM_000386.4	642	1365	0.4674
ENSG00000169914	OTUD3	ENST00000375120.4	NM_015207.2	23252	1194	0.5168
ENSG00000197223	C1D	ENST00000410067.8	NM_173177.3	10438	423	0.3783
ENSG00000162813	BPNT1	ENST00000322067.12	NM_006085.6	10380	924	0.4535
ENSG00000172270	BSG	ENST00000333511.9	NM_001728.4	682	1155	0.6485
ENSG00000119397	CNTRL	ENST00000373855.7	NM_007018.6	11064	6975	0.4304
ENSG00000250305	TRMT9B	ENST00000524591.7	NM_020844.3	57604	1362	0.4633
ENSG00000138316	ADAMTS14	ENST00000373207.2	NM_080722.4	140766	3669	0.628
ENSG00000157856	DRC1	ENST00000288710.7	NM_145038.5	92749	2220	0.5005
ENSG00000103549	RNF40	ENST00000324685.11	NM_014771.4	9810	3003	0.5984
ENSG00000108854	SMURF2	ENST00000262435.14	NM_022739.4	64750	2244	0.4332
ENSG00000147677	EIF3H	ENST00000521861.6	NM_003756.3	8667	1056	0.4631
ENSG00000144535	DIS3L2	ENST00000325385.12	NM_152383.5	129563	2655	0.5394
ENSG00000143363	PRUNE1	ENST00000271620.8	NM_021222.3	58497	1359	0.507
ENSG00000113532	ST8SIA4	ENST00000231461.10	NM_005668.6	7903	1077	0.4095
ENSG00000096968	JAK2	ENST00000381652.4	NM_004972.4	3717	3396	0.3875
ENSG00000146223	RPL7L1	ENST00000493763.7	NM_001366481.3	285855	765	0.4732
ENSG00000065675	PRKCQ	ENST00000263125.10	NM_006257.5	5588	2118	0.4825
ENSG00000135390	ATP5MC2	ENST00000394349.9	NM_005176.7	517	423	0.5532
ENSG00000112851	ERBIN	ENST00000284037.10	NM_001253697.2	55914	4236	0.3883
ENSG00000170734	POLH	ENST00000372236.9	NM_006502.3	5429	2139	0.4797
ENSG00000164761	TNFRSF11B	ENST00000297350.9	NM_002546.4	4982	1203	0.4597
ENSG00000123159	GIPC1	ENST00000393033.9	NM_005716.4	10755	999	0.6537
ENSG00000182004	SNRPE	ENST00000414487.7	NM_003094.4	6635	276	0.4167
ENSG00000266967	AARSD1	ENST00000427569.7	NM_001261434.2	80755	1236	0.5396
ENSG00000142627	EPHA2	ENST00000358432.8	NM_004431.5	1969	2928	0.6192
ENSG00000198846	TOX	ENST00000361421.2	NM_014729.3	9760	1578	0.5177
ENSG00000146085	MMUT	ENST00000274813.4	NM_000255.4	4594	2250	0.4276
ENSG00000240682	ISY1	ENST00000393295.8	NM_020701.4	57461	855	0.4865
ENSG00000147421	HMBOX1	ENST00000287701.15	NM_001135726.3	79618	1260	0.4659
ENSG00000173852	DPY19L1	ENST00000638088.2	NM_001366673.1	23333	2244	0.4389
ENSG00000139146	SINHCAF	ENST00000337682.9	NM_001135812.2	58516	663	0.4495
ENSG00000143303	METTL25B	ENST00000368216.9	NM_015997.4	51093	1425	0.6035
ENSG00000233608	TWIST2	ENST00000612363.2	NM_001271893.4	117581	480	0.6646
ENSG00000163060	TEKT4	ENST00000295201.5	NM_144705.4	150483	1305	0.6383
ENSG00000169676	DRD5	ENST00000304374.4	NM_000798.5	1816	1431	0.6108
ENSG00000170322	NFRKB	ENST00000682444.1	NM_001143835.2	4798	3897	0.5497
ENSG00000109606	DHX15	ENST00000336812.5	NM_001358.3	1665	2385	0.4352
ENSG00000187736	NHEJ1	ENST00000356853.10	NM_024782.3	79840	897	0.5084
ENSG00000182986	ZNF320	ENST00000682928.1	NM_001351774.2	162967	1527	0.4041
ENSG00000123358	NR4A1	ENST00000394825.6	NM_173157.3	3164	1794	0.6332
ENSG00000128594	LRRC4	ENST00000249363.4	NM_022143.5	64101	1959	0.563
ENSG00000198523	PLN	ENST00000357525.6	NM_002667.5	5350	156	0.3974
ENSG00000144747	TMF1	ENST00000398559.7	NM_007114.3	7110	3279	0.4077
ENSG00000141506	PIK3R5	ENST00000447110.6	NM_001142633.3	23533	2640	0.6133
ENSG00000196735	HLA-DQA1	ENST00000343139.11	NM_002122.5	3117	765	0.5268
ENSG00000143494	VASH2	ENST00000517399.3	NM_001301056.2	79805	1065	0.554
ENSG00000157224	CLDN12	ENST00000496677.6	NM_001185072.3	9069	732	0.4986
ENSG00000105707	HPN	ENST00000672452.2	NM_001384133.1	3249	1251	0.6371
ENSG00000112320	SOBP	ENST00000317357.10	NM_018013.4	55084	2619	0.6208
ENSG00000204128	C2orf72	ENST00000373640.5	NM_001144994.2	257407	885	0.7537
ENSG00000138640	FAM13A	ENST00000264344.10	NM_014883.4	10144	3069	0.4695
ENSG00000144485	HES6	ENST00000272937.10	NM_018645.6	55502	672	0.7098
ENSG00000082269	FAM135A	ENST00000418814.7	NM_001162529.3	57579	4545	0.3751
ENSG00000015413	DPEP1	ENST00000690203.1	NM_001389466.1	1800	1233	0.6221
ENSG00000143353	LYPLAL1	ENST00000366928.10	NM_138794.5	127018	711	0.3994
ENSG00000078687	TNRC6C	ENST00000696270.1	NM_001142640.2	57690	5808	0.5523
ENSG00000185414	MRPL30	ENST00000338148.8	NM_145212.4	51263	483	0.4203
ENSG00000107164	FUBP3	ENST00000319725.10	NM_003934.2	8939	1716	0.5478
ENSG00000146587	RBAK	ENST00000396912.2	NM_021163.4	57786	2142	0.4024
ENSG00000163412	EIF4E3	ENST00000425534.8	NM_001134651.2	317649	672	0.5506
ENSG00000108179	PPIF	ENST00000225174.8	NM_005729.4	10105	621	0.6039
ENSG00000163499	CRYBA2	ENST00000295728.7	NM_057093.2	1412	591	0.6345
ENSG00000146966	DENND2A	ENST00000496613.6	NM_015689.5	27147	3027	0.5586
ENSG00000182010	RTKN2	ENST00000373789.8	NM_145307.4	219790	1827	0.4089
ENSG00000078900	TP73	ENST00000378295.9	NM_005427.4	7161	1908	0.6357
ENSG00000250506	CDK3	ENST00000448471.3	NM_001258.4	1018	915	0.576
ENSG00000183020	AP2A2	ENST00000448903.7	NM_012305.4	161	2817	0.563
ENSG00000068697	LAPTM4A	ENST00000175091.5	NM_014713.5	9741	699	0.4492
ENSG00000141367	CLTC	ENST00000269122.8	NM_004859.4	1213	5025	0.4225
ENSG00000182923	CEP63	ENST00000675561.1	NM_001353108.3	80254	2109	0.4149
ENSG00000165322	ARHGAP12	ENST00000344936.7	NM_018287.7	94134	2538	0.4094
ENSG00000153446	C16orf89	ENST00000472572.8	NM_001098514.3	146556	1083	0.5817
ENSG00000166225	FRS2	ENST00000549921.6	NM_001278356.2	10818	1524	0.439
ENSG00000144182	LIPT1	ENST00000651691.1	NM_145199.3	51601	1119	0.3753
ENSG00000136950	ARPC5L	ENST00000353214.6	NM_030978.3	81873	459	0.5577
ENSG00000162004	CCDC78	ENST00000345165.10	NM_001378030.1	124093	1410	0.639
ENSG00000198113	TOR4A	ENST00000357503.3	NM_017723.3	54863	1269	0.7147
ENSG00000164976	MYORG	ENST00000297625.8	NM_020702.5	57462	2142	0.6569
ENSG00000125482	TTF1	ENST00000334270.3	NM_007344.4	7270	2715	0.439
ENSG00000106635	BCL7B	ENST00000223368.7	NM_001707.4	9275	606	0.5759
ENSG00000149357	LAMTOR1	ENST00000278671.10	NM_017907.3	55004	483	0.588
ENSG00000115486	GGCX	ENST00000233838.9	NM_000821.7	2677	2274	0.5281
ENSG00000171503	ETFDH	ENST00000511912.6	NM_004453.4	2110	1851	0.4333
ENSG00000187135	VSTM2B	ENST00000335523.8	NM_001146339.2	342865	855	0.6795
ENSG00000174891	RSRC1	ENST00000611884.5	NM_001271838.2	51319	1002	0.4401
ENSG00000174562	KLK15	ENST00000598239.6	NM_017509.4	55554	768	0.6185
ENSG00000119326	CTNNAL1	ENST00000325551.9	NM_003798.4	8727	2202	0.411
ENSG00000162222	TTC9C	ENST00000316461.9	NM_173810.4	283237	513	0.5478
ENSG00000104760	FGL1	ENST00000427924.5	NM_004467.4	2267	936	0.4348
ENSG00000055118	KCNH2	ENST00000262186.10	NM_000238.4	3757	3477	0.6592
ENSG00000090581	GNPTG	ENST00000204679.9	NM_032520.5	84572	915	0.6175
ENSG00000149582	TMEM25	ENST00000313236.10	NM_032780.4	84866	1098	0.6148
ENSG00000130287	NCAN	ENST00000252575.11	NM_004386.3	1463	3963	0.6167
ENSG00000119328	ABITRAM	ENST00000322940.11	NM_017832.4	54942	543	0.4291
ENSG00000171097	KYAT1	ENST00000302586.8	NM_004059.5	883	1266	0.5727
ENSG00000125753	VASP	ENST00000245932.11	NM_003370.4	7408	1140	0.6377
ENSG00000141741	MIEN1	ENST00000394231.8	NM_032339.5	84299	345	0.6
ENSG00000175906	ARL4D	ENST00000320033.5	NM_001661.4	379	603	0.6219
ENSG00000108960	MMD	ENST00000262065.8	NM_012329.3	23531	714	0.4594
ENSG00000117616	RSRP1	ENST00000243189.12	NM_020317.5	57035	870	0.5506
ENSG00000184500	PROS1	ENST00000394236.9	NM_000313.4	5627	2028	0.4098
ENSG00000133619	KRABD3	ENST00000496259.6	NM_001290187.2	84626	3192	0.6541
ENSG00000167881	SRP68	ENST00000307877.7	NM_014230.4	6730	1881	0.5056
ENSG00000111271	ACAD10	ENST00000313698.9	NM_025247.6	80724	3177	0.5367
ENSG00000174606	ANGEL2	ENST00000366962.8	NM_144567.5	90806	1632	0.4277
ENSG00000167646	DNAAF3	ENST00000524407.7	NM_001256715.2	352909	1623	0.6556
ENSG00000171497	PPID	ENST00000307720.4	NM_005038.3	5481	1110	0.4099
ENSG00000099385	BCL7C	ENST00000215115.5	NM_004765.4	9274	651	0.6482
ENSG00000112739	PRP4K	ENST00000337659.11	NM_003913.5	8899	3021	0.4058
ENSG00000168646	AXIN2	ENST00000307078.10	NM_004655.4	8313	2529	0.5856
ENSG00000117600	PLPPR4	ENST00000370185.9	NM_014839.5	9890	2145	0.489
ENSG00000137628	DDX60	ENST00000393743.8	NM_017631.6	55601	5136	0.3929
ENSG00000147437	GNRH1	ENST00000421054.7	NM_001083111.2	2796	276	0.5
ENSG00000173436	MICOS10	ENST00000322753.7	NM_001032363.4	440574	234	0.4658
ENSG00000078668	VDAC3	ENST00000022615.9	NM_005662.7	7419	849	0.4405
ENSG00000197943	PLCG2	ENST00000564138.6	NM_002661.5	5336	3795	0.5249
ENSG00000076984	MAP2K7	ENST00000397979.4	NM_145185.4	5609	1257	0.6158
ENSG00000131238	PPT1	ENST00000642050.2	NM_000310.4	5538	918	0.5044
ENSG00000074356	NCBP3	ENST00000389005.6	NM_001114118.3	55421	1860	0.4887
ENSG00000111981	ULBP1	ENST00000229708.4	NM_025218.4	80329	732	0.5082
ENSG00000198373	WWP2	ENST00000359154.7	NM_001270454.2	11060	2610	0.559
ENSG00000031691	CENPQ	ENST00000335783.4	NM_018132.4	55166	804	0.3694
ENSG00000170390	DCLK2	ENST00000296550.12	NM_001040260.4	166614	2298	0.5148
ENSG00000204390	HSPA1L	ENST00000375654.5	NM_005527.4	3305	1923	0.5107
ENSG00000154914	USP43	ENST00000285199.12	NM_153210.5	124739	3369	0.6064
ENSG00000111802	TDP2	ENST00000378198.9	NM_016614.3	51567	1086	0.4457
ENSG00000133816	MICAL2	ENST00000683283.1	NM_001282663.2	9645	3372	0.5374
ENSG00000099622	CIRBP	ENST00000587896.6	NM_001300829.2	1153	891	0.5937
ENSG00000084754	HADHA	ENST00000380649.8	NM_000182.5	3030	2289	0.4784
ENSG00000012660	ELOVL5	ENST00000304434.11	NM_021814.5	60481	897	0.4649
ENSG00000130768	SMPDL3B	ENST00000373894.8	NM_014474.4	27293	1365	0.5663
ENSG00000078081	LAMP3	ENST00000265598.8	NM_014398.4	27074	1248	0.5
ENSG00000106052	TAX1BP1	ENST00000396319.7	NM_006024.7	8887	2367	0.3984
ENSG00000094804	CDC6	ENST00000209728.9	NM_001254.4	990	1680	0.447
ENSG00000164919	COX6C	ENST00000520468.7	NM_004374.4	1345	225	0.4711
ENSG00000134668	SPOCD1	ENST00000360482.7	NM_144569.7	90853	3648	0.6206
ENSG00000119723	COQ6	ENST00000334571.7	NM_182476.3	51004	1404	0.5363
ENSG00000177752	YIPF7	ENST00000415895.9	NM_182592.3	285525	768	0.4544
ENSG00000075711	DLG1	ENST00000667157.1	NM_001366207.1	1739	2679	0.4087
ENSG00000132405	TBC1D14	ENST00000409757.9	NM_020773.3	57533	2079	0.5132
ENSG00000197442	MAP3K5	ENST00000359015.5	NM_005923.4	4217	4122	0.458
ENSG00000107485	GATA3	ENST00000379328.9	NM_001002295.2	2625	1332	0.6419
ENSG00000229637	PRAC2	ENST00000422730.4	NM_001282275.2	360205	270	0.6444
ENSG00000178685	PARP10	ENST00000313028.12	NM_032789.5	84875	3075	0.665
ENSG00000159182	PRAC1	ENST00000290294.5	NM_032391.3	84366	171	0.4795
ENSG00000082641	NFE2L1	ENST00000362042.8	NM_003204.3	4779	2316	0.573
ENSG00000087253	LPCAT2	ENST00000262134.10	NM_017839.5	54947	1632	0.4559
ENSG00000156671	SAMD8	ENST00000542569.6	NM_001174156.2	142891	1245	0.4209
ENSG00000162755	KLHDC9	ENST00000368011.9	NM_152366.5	126823	1047	0.6065
ENSG00000167110	GOLGA2	ENST00000611957.5	NM_001366244.2	2801	3087	0.5737
ENSG00000116898	MRPS15	ENST00000373116.6	NM_031280.4	64960	771	0.5162
ENSG00000205220	PSMB10	ENST00000358514.9	NM_002801.4	5699	819	0.6313
ENSG00000256574	OR13A1	ENST00000553795.6	NM_001004297.3	79290	984	0.5528
ENSG00000156502	SUPV3L1	ENST00000359655.9	NM_003171.5	6832	2358	0.458
ENSG00000065559	MAP2K4	ENST00000353533.10	NM_003010.4	6416	1197	0.452
ENSG00000124496	TRERF1	ENST00000695948.1	NM_001395490.1	55809	3636	0.5902
ENSG00000181904	C5orf24	ENST00000394976.4	NM_001135586.1	134553	564	0.4911
ENSG00000188352	FOCAD	ENST00000338382.11	NM_001375567.1	54914	5403	0.4538
ENSG00000165914	TTC7B	ENST00000328459.11	NM_001010854.2	145567	2529	0.5504
ENSG00000188215	DCUN1D3	ENST00000324344.9	NM_173475.4	123879	912	0.5318
ENSG00000112902	SEMA5A	ENST00000382496.10	NM_003966.3	9037	3222	0.5583
ENSG00000151806	GUF1	ENST00000281543.6	NM_021927.3	60558	2007	0.4046
ENSG00000007376	RPUSD1	ENST00000007264.7	NM_058192.3	113000	936	0.6624
ENSG00000060718	COL11A1	ENST00000370096.9	NM_001854.4	1301	5418	0.5205
ENSG00000129244	ATP1B2	ENST00000250111.9	NM_001678.5	482	870	0.5391
ENSG00000189120	SP6	ENST00000536300.2	NM_001258248.2	80320	1128	0.6879
ENSG00000161956	SENP3	ENST00000321337.12	NM_015670.6	26168	1722	0.5749
ENSG00000110906	KCTD10	ENST00000228495.11	NM_031954.5	83892	939	0.5431
ENSG00000109321	AREG	ENST00000395748.8	NM_001657.4	374	756	0.4378
ENSG00000163629	PTPN13	ENST00000411767.7	NM_080683.3	5783	7455	0.4278
ENSG00000140691	ARMC5	ENST00000268314.9	NM_001105247.2	79798	2805	0.6827
ENSG00000277161	PIGW	ENST00000614443.2	NM_001346754.2	284098	1512	0.3948
ENSG00000171861	MRM3	ENST00000304478.9	NM_018146.4	55178	1260	0.5563
ENSG00000130643	CALY	ENST00000252939.9	NM_015722.4	50632	651	0.682
ENSG00000170456	DENND5B	ENST00000389082.10	NM_144973.4	160518	3822	0.46
ENSG00000167653	PSCA	ENST00000301258.5	NM_005672.5	8000	342	0.6462
ENSG00000100842	EFS	ENST00000216733.8	NM_005864.4	10278	1683	0.6536
ENSG00000156675	RAB11FIP1	ENST00000330843.9	NM_001002814.3	80223	3849	0.5518
ENSG00000008517	IL32	ENST00000525643.7	NM_001376923.1	9235	564	0.5514
ENSG00000169738	DCXR	ENST00000306869.7	NM_016286.4	51181	732	0.638
ENSG00000163596	ICA1L	ENST00000358299.7	NM_001288622.3	130026	1446	0.4253
ENSG00000100815	TRIP11	ENST00000267622.8	NM_004239.4	9321	5937	0.3773
ENSG00000152422	XRCC4	ENST00000396027.9	NM_003401.5	7518	1002	0.3882
ENSG00000197748	CFAP43	ENST00000357060.8	NM_025145.7	80217	4995	0.4072
ENSG00000171914	TLN2	ENST00000636159.2	NM_015059.3	83660	7626	0.5534
ENSG00000132912	DCTN4	ENST00000447998.7	NM_016221.4	51164	1380	0.4877
ENSG00000135336	ORC3	ENST00000392844.8	NM_012381.4	23595	2133	0.4004
ENSG00000168615	ADAM9	ENST00000487273.7	NM_003816.3	8754	2457	0.4453
ENSG00000165752	STK32C	ENST00000298630.8	NM_173575.4	282974	1458	0.6385
ENSG00000165646	SLC18A2	ENST00000644641.2	NM_003054.6	6571	1542	0.5097
ENSG00000104695	PPP2CB	ENST00000221138.9	NM_001009552.2	5516	927	0.4466
ENSG00000136003	ISCU	ENST00000311893.14	NM_213595.4	23479	501	0.525
ENSG00000155508	CNOT8	ENST00000285896.11	NM_001301073.2	9337	876	0.4395
ENSG00000120885	CLU	ENST00000316403.15	NM_001831.4	1191	1347	0.559
ENSG00000196792	STRN3	ENST00000357479.10	NM_001083893.2	29966	2391	0.4475
ENSG00000177675	CD163L1	ENST00000313599.8	NM_174941.6	283316	4359	0.5006
ENSG00000172638	EFEMP2	ENST00000307998.11	NM_016938.5	30008	1329	0.611
ENSG00000107438	PDLIM1	ENST00000329399.7	NM_020992.4	9124	987	0.5208
ENSG00000009335	UBE3C	ENST00000348165.10	NM_014671.3	9690	3249	0.4583
ENSG00000182022	CHST15	ENST00000435907.6	NM_001270764.2	51363	1683	0.5318
ENSG00000135108	FBXO21	ENST00000622495.5	NM_015002.3	23014	1863	0.5212
ENSG00000033800	PIAS1	ENST00000249636.11	NM_016166.3	8554	1953	0.447
ENSG00000198252	STYX	ENST00000354586.5	NM_145251.4	6815	669	0.3916
ENSG00000104969	SGTA	ENST00000221566.7	NM_003021.4	6449	939	0.6092
ENSG00000197930	ERO1A	ENST00000395686.8	NM_014584.3	30001	1404	0.4031
ENSG00000011021	CLCN6	ENST00000346436.11	NM_001286.5	1185	2607	0.547
ENSG00000165633	VSTM4	ENST00000332853.9	NM_001031746.5	196740	960	0.575
ENSG00000139438	FAM222A	ENST00000538780.2	NM_032829.3	84915	1356	0.6807
ENSG00000159199	ATP5MC1	ENST00000393366.7	NM_005175.3	516	408	0.5441
ENSG00000133641	RLIG1	ENST00000356891.4	NM_001009894.3	91298	975	0.3826
ENSG00000119977	TCTN3	ENST00000371217.10	NM_015631.6	26123	1821	0.4915
ENSG00000100478	AP4S1	ENST00000542754.7	NM_001128126.3	11154	432	0.3588
ENSG00000140259	MFAP1	ENST00000267812.4	NM_005926.3	4236	1317	0.4761
ENSG00000115138	POMC	ENST00000395826.7	NM_000939.4	5443	801	0.6779
ENSG00000128872	TMOD2	ENST00000249700.9	NM_014548.4	29767	1053	0.4606
ENSG00000166986	MARS1	ENST00000262027.10	NM_004990.4	4141	2700	0.5385
ENSG00000132432	SEC61G	ENST00000352861.9	NM_014302.4	23480	204	0.3922
ENSG00000157064	NMNAT2	ENST00000287713.7	NM_015039.4	23057	921	0.5483
ENSG00000136802	LRRC8A	ENST00000372600.9	NM_019594.4	56262	2430	0.5938
ENSG00000119844	AFTPH	ENST00000409933.6	NM_203437.4	54812	2808	0.4167
ENSG00000185215	TNFAIP2	ENST00000560869.6	NM_006291.4	7127	1962	0.66
ENSG00000182952	HMGN4	ENST00000377575.3	NM_006353.3	10473	270	0.5148
ENSG00000198933	TBKBP1	ENST00000578982.6	NM_001394755.1	9755	1845	0.6802
ENSG00000143256	PFDN2	ENST00000368010.4	NM_012394.4	5202	462	0.5563
ENSG00000166839	ANKDD1A	ENST00000319580.13	NM_182703.6	348094	1566	0.6009
ENSG00000146409	SLC18B1	ENST00000275227.9	NM_052831.3	116843	1368	0.4444
ENSG00000135750	KCNK1	ENST00000366621.8	NM_002245.4	3775	1008	0.5665
ENSG00000213203	GIMAP1	ENST00000307194.6	NM_130759.4	170575	918	0.659
ENSG00000166741	NNMT	ENST00000299964.4	NM_006169.3	4837	792	0.5366
ENSG00000100473	COCH	ENST00000396618.9	NM_004086.3	1690	1650	0.46
ENSG00000179546	HTR1D	ENST00000374619.2	NM_000864.5	3352	1131	0.5597
ENSG00000136286	MYO1G	ENST00000258787.12	NM_033054.3	64005	3054	0.6133
ENSG00000277258	PCGF2	ENST00000620225.5	NM_007144.3	7703	1032	0.6008
ENSG00000169071	ROR2	ENST00000375708.4	NM_004560.4	4920	2829	0.614
ENSG00000145982	FARS2	ENST00000274680.9	NM_006567.5	10667	1353	0.5285
ENSG00000162782	TDRD5	ENST00000444136.6	NM_001199085.3	163589	3105	0.4332
ENSG00000198018	ENTPD7	ENST00000370489.5	NM_020354.5	57089	1812	0.4961
ENSG00000149257	SERPINH1	ENST00000358171.8	NM_001235.5	871	1254	0.6196
ENSG00000108175	ZMIZ1	ENST00000334512.10	NM_020338.4	57178	3201	0.6192
ENSG00000159899	NPR2	ENST00000342694.7	NM_003995.4	4882	3141	0.5457
ENSG00000115484	CCT4	ENST00000394440.8	NM_006430.4	10575	1617	0.4422
ENSG00000092470	WDR76	ENST00000263795.11	NM_024908.4	79968	1878	0.434
ENSG00000160014	CALM3	ENST00000291295.14	NM_005184.4	808	447	0.5302
ENSG00000183814	LIN9	ENST00000681046.1	NM_001366245.2	286826	1626	0.3948
ENSG00000070610	GBA2	ENST00000378103.7	NM_020944.3	57704	2781	0.5516
ENSG00000178826	TMEM139	ENST00000359333.8	NM_001282876.2	135932	648	0.571
ENSG00000156711	MAPK13	ENST00000211287.9	NM_002754.5	5603	1095	0.5772
ENSG00000119699	TGFB3	ENST00000238682.8	NM_003239.5	7043	1236	0.5485
ENSG00000175344	CHRNA7	ENST00000306901.9	NM_000746.6	1139	1506	0.5843
ENSG00000277972	CISD3	ENST00000613478.2	NM_001136498.2	284106	381	0.6562
ENSG00000150054	MPP7	ENST00000683449.1	NM_001318170.2	143098	1728	0.4282
ENSG00000125434	SLC25A35	ENST00000577745.2	NM_001320870.2	399512	900	0.5967
ENSG00000004866	ST7	ENST00000323984.8	NM_001369598.1	7982	1731	0.4575
ENSG00000125912	NCLN	ENST00000246117.9	NM_020170.4	56926	1689	0.6448
ENSG00000166002	SMCO4	ENST00000298966.7	NM_020179.3	56935	177	0.6158
ENSG00000108961	RANGRF	ENST00000226105.11	NM_016492.5	29098	558	0.5896
ENSG00000100567	PSMA3	ENST00000216455.9	NM_002788.4	5684	765	0.4039
ENSG00000142507	PSMB6	ENST00000270586.8	NM_002798.3	5694	717	0.5746
ENSG00000213930	GALT	ENST00000378842.8	NM_000155.4	2592	1137	0.5866
ENSG00000134825	TMEM258	ENST00000537328.6	NM_014206.4	746	237	0.5274
ENSG00000129235	TXNDC17	ENST00000250101.10	NM_032731.4	84817	369	0.4959
ENSG00000173137	ADCK5	ENST00000308860.11	NM_174922.5	203054	1740	0.6471
ENSG00000135318	NT5E	ENST00000257770.8	NM_002526.4	4907	1722	0.4791
ENSG00000133328	PLAAT2	ENST00000255695.2	NM_017878.2	54979	486	0.5638
ENSG00000108651	UTP6	ENST00000261708.9	NM_018428.3	55813	1791	0.4377
ENSG00000110013	SIAE	ENST00000263593.8	NM_170601.5	54414	1569	0.5061
ENSG00000138303	ASCC1	ENST00000672957.1	NM_001198800.3	51008	1071	0.4398
ENSG00000223501	VPS52	ENST00000445902.3	NM_022553.6	6293	2169	0.533
ENSG00000085733	CTTN	ENST00000301843.13	NM_005231.4	2017	1650	0.557
ENSG00000213190	MLLT11	ENST00000368921.5	NM_006818.4	10962	270	0.5333
ENSG00000169598	DFFB	ENST00000378209.8	NM_004402.4	1677	1014	0.5868
ENSG00000261308	FIGNL2	ENST00000618634.3	NM_001384995.1	401720	1959	0.7427
ENSG00000086598	TMED2	ENST00000262225.8	NM_006815.4	10959	603	0.4809
ENSG00000283071	LBHD2	ENST00000634353.1	NM_001330236.2	107984640	324	0.713
ENSG00000165949	IFI27	ENST00000621160.5	NM_001130080.3	3429	366	0.5984
ENSG00000113621	TXNDC15	ENST00000358387.9	NM_024715.4	79770	1080	0.5083
ENSG00000158816	VWA5B1	ENST00000289815.13	NM_001039500.3	127731	3645	0.6025
ENSG00000111669	TPI1	ENST00000396705.10	NM_000365.6	7167	747	0.5663
ENSG00000115935	WIPF1	ENST00000679041.1	NM_001375834.1	7456	1509	0.609
ENSG00000120526	NUDCD1	ENST00000239690.9	NM_032869.4	84955	1749	0.4014
ENSG00000039560	RAI14	ENST00000265109.8	NM_015577.3	26064	2940	0.4395
ENSG00000100503	NIN	ENST00000530997.7	NM_020921.4	51199	6399	0.4627
ENSG00000197768	STPG3	ENST00000412566.6	NM_001004353.4	441476	924	0.6342
ENSG00000162385	MAGOH	ENST00000371470.8	NM_002370.4	4116	438	0.4247
ENSG00000189433	GJB4	ENST00000339480.3	NM_153212.3	127534	798	0.604
ENSG00000166295	ANAPC16	ENST00000299381.5	NM_173473.4	119504	330	0.5121
ENSG00000143190	POU2F1	ENST00000367866.7	NM_002697.4	5451	2298	0.5418
ENSG00000108528	SLC25A11	ENST00000225665.12	NM_003562.5	8402	942	0.5913
ENSG00000125730	C3	ENST00000245907.11	NM_000064.4	718	4989	0.5642
ENSG00000107185	RGP1	ENST00000378078.5	NM_001080496.3	9827	1173	0.5584
ENSG00000103707	MTFMT	ENST00000220058.9	NM_139242.4	123263	1167	0.4884
ENSG00000122986	HVCN1	ENST00000242607.13	NM_032369.4	84329	819	0.5226
ENSG00000164031	DNAJB14	ENST00000442697.7	NM_001031723.4	79982	1137	0.4151
ENSG00000165102	HGSNAT	ENST00000379644.9	NM_152419.3	138050	1905	0.5008
ENSG00000164975	SNAPC3	ENST00000380821.8	NM_001039697.2	6619	1233	0.4842
ENSG00000099290	WASHC2A	ENST00000282633.10	NM_001005751.3	387680	4023	0.4837
ENSG00000047662	FAM184B	ENST00000265018.4	NM_015688.2	27146	3180	0.577
ENSG00000140545	MFGE8	ENST00000268150.13	NM_005928.4	4240	1161	0.5831
ENSG00000278619	MRM1	ENST00000614766.5	NM_024864.5	79922	1059	0.6364
ENSG00000179387	ELMOD2	ENST00000323570.8	NM_153702.4	255520	879	0.3641
ENSG00000169710	FASN	ENST00000306749.4	NM_004104.5	2194	7533	0.6527
ENSG00000106976	DNM1	ENST00000372923.8	NM_004408.4	1759	2592	0.5945
ENSG00000132024	CC2D1A	ENST00000318003.11	NM_017721.5	54862	2853	0.6316
ENSG00000013810	TACC3	ENST00000313288.9	NM_006342.3	10460	2514	0.5796
ENSG00000112624	BICRAL	ENST00000314073.10	NM_001393499.1	23506	3237	0.4813
ENSG00000123329	ARHGAP9	ENST00000393791.8	NM_032496.4	64333	2193	0.6092
ENSG00000155975	VPS37A	ENST00000324849.9	NM_152415.3	137492	1191	0.4257
ENSG00000001167	NFYA	ENST00000341376.11	NM_002505.5	4800	1041	0.5351
ENSG00000126698	DNAJC8	ENST00000263697.6	NM_014280.3	22826	759	0.4348
ENSG00000138029	HADHB	ENST00000317799.10	NM_000183.3	3032	1422	0.4698
ENSG00000109919	MTCH2	ENST00000302503.8	NM_014342.4	23788	909	0.4752
ENSG00000197747	S100A10	ENST00000368811.8	NM_002966.3	6281	291	0.4399
